,Deposit,DepositGroup,DepositType,Country,Region,Lat,Lon,Age_Ma,Age_Error_Ma,Age_Method,Age_Confidence,Ore_Tonnage_Mt,Cu_Grade_Percent,Cu_Tonnage_Mt,Tectonic_Setting,Source,References,Notes,Recon_Age_Ma,Age_Mod_Flag,Plate_ID
2044,Siuna,Porphyry,Porphyry copper,Nicaragua,,13.71756,-84.7808,61.0,,Inferred,,,,,continental arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,61.0,0,2037
2045,Sivrikaya,Porphyry,Porphyry copper,Turkey,,40.6562,40.7224,83.25,,Inferred,,,,,mixed,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,83.25,0,526
2046,Siwash,Porphyry,Porphyry copper,Canada,,49.82171,-120.39422,200.0,5.0,Inferred — Age for Axe-Primer,,,,,island arc,Magnin_2025,"Dicken and others (2016); Preto (1979); Dicken and others (2016) and references therein; British Columbia Ministry of Energy, Mines and Petroleum Resources (2021); Dicken and others (2016) and references therein",,200.0,0,1033
2047,Skook,Porphyry,Porphyry copper,Canada,,55.20001,-124.52832,186.9,,Inferred — Age for Mount Milligan,,,,,island arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Jago and others (2014); Dicken and others (2016) and references therein,,186.9,0,1033
2048,Skouries,Porphyry,Porphyry copper ± gold — Alkaline,Greece,,40.47222,23.70361,19.9,0.9,Inferred — Alteration mineral,,568.0,0.35,1.988,postconvergence,Magnin_2025,Dicken and others (2016); Hahn and others (2012); Dicken and others (2016) and references therein; Raiden Resources (2020),,19.9,0,349
2049,Snoul,Porphyry,Porphyry copper,Cambodia,,12.15,106.61,,,Inferred,,,,,continental arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,0.0,1,604
2050,Sofia,Porphyry,Porphyry copper,Canada,,57.33251,-126.80196,,,Inferred,,,,,island arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,0.0,1,1035
2051,Sogod Base Metal Project,Porphyry,Porphyry copper,Philippines,,10.52,124.96,12.81,,Inferred,,,,,island arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,12.81,0,678
2052,Sogukpinar,Porphyry,Porphyry copper,Turkey,,40.0673,29.0895,28.47,,Inferred,,,,,postconvergence,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,28.47,0,521
2053,Sokurkoi,Porphyry,Porphyry copper,Kazakhstan,,46.4132,73.99084,310.0,,Inferred,,,,,continental arc,Magnin_2025,Dicken and others (2016); Zhukov and others (1998) in Singer and others (2008); Dicken and others (2016) and references therein,,310.0,0,461
2054,SOL,Porphyry,Porphyry copper ± gold — Alkaline,United States,,32.43666,-106.58676,,,Inferred,,,,,postconvergence,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,0.0,1,101
2055,Sonajil,Porphyry,Porphyry copper - Skarn copper,Iran,,38.1924,47.2793,19.5,,Inferred,,,0.05,,postconvergence,Magnin_2025,Dicken and others (2016); Hezarkhani (2008); Dicken and others (2016) and references therein; Mudd and Jowitt (2018),Porphyry-skarn Cu-Mo prospect. Grade-tonnage are code noncompliant resources.,19.5,0,505
2056,Songnuo,Porphyry,Porphyry copper,China,,28.1437,99.9615,221.0,3.5,Not reported,,,,,island arc,Magnin_2025,Dicken and others (2016); Leng and others (2008); Dicken and others (2016) and references therein,,221.0,0,602
2057,Songshugou,Porphyry,Porphyry copper,China,,43.5597,83.8413,290.0,,Inferred,,,,,island arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,290.0,0,459
2058,Sopot,Porphyry,Porphyry copper,Romania,,44.76501,21.96221,65.0,,Not reported,,,,,continental arc,Magnin_2025,Dicken and others (2016); Singer and others (2008) and references therein; Dicken and others (2016) and references therein,,65.0,0,340
2059,Sor Baroot,Porphyry,Porphyry copper-molybdenum — Calc-alkaline,Pakistan,,29.2439,61.9172,16.9,0.9,Not reported,,,,,mixed,Magnin_2025,Dicken and others (2016); Perelló and others (2008); Dicken and others (2016) and references therein,,16.9,0,50601
2060,Sora,Porphyry,Porphyry copper-molybdenum — Calc-alkaline,Russia,,54.0107,90.1986,397.0,,Not reported,,233.0,0.17,0.3961,continental arc,Magnin_2025,Dicken and others (2016); Berzina and others (2005); Dicken and others (2016) and references therein; Mudd and Jowitt (2018),Grade-tonnage are code noncompliant resources.,397.0,0,401
2061,Sorkh Kuh,Porphyry,Porphyry copper-molybdenum — Calc-alkaline,Iran,,32.2167,58.35,165.0,,Not reported,,,,,continental arc,Magnin_2025,Dicken and others (2016); Karimpour and others (2011); Dicken and others (2016) and references therein,,165.0,0,505
2062,Sorkh Pey-Homeireh,Porphyry,Porphyry copper,Iran,,35.7917,57.0167,,,Inferred,,,,,island arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,Possible porphyry copper.,0.0,1,505
2063,Sorola,Porphyry,Porphyry copper,Finland,,63.77479,25.25742,1885.0,,Inferred,,,,,unknown,Magnin_2025,Dicken and others (2016); Nikander (1986); Dicken and others (2016) and references therein,,600.0,0,302
2064,South Valley,Porphyry,Porphyry copper,Mongolia,,48.0948,114.7997,290.0,,Inferred,,,,,continental arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,290.0,0,430
2065,Southern Tiegelong (Dualong district),Porphyry,Porphyry copper-molybdenum — High-K calc-alkaline,China,,32.86667,83.5,118.45,0.76,Direct — Ore mineral,,529.0,0.55,2.9095000000000004,continental arc,Magnin_2025,Mudd and Jowitt (2018); Fang and others (2015); Fang and others (2015); Yang and others (2022); Mudd and Jowitt (2018),Grade-tonnage are code noncompliant resources.,118.45,0,61601
2066,Southwest Tintic,Porphyry,Porphyry copper,United States,,39.85806,-112.125,36.0,,Not reported,,360.0,0.33,1.1880000000000002,postconvergence,Magnin_2025,Dicken and others (2016); Singer and others (2008) and references therein; Dicken and others (2016) and references therein; Mudd and Jowitt (2018),Grade-tonnage are code noncompliant resources.,36.0,0,100310
2067,Soyusnoe,Porphyry,Porphyry copper,Kazakhstan,,50.76218,60.05661,,,Inferred,,,,,island arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,0.0,1,390
2068,Spahievo,Porphyry,Porphyry copper,Bulgaria,,41.739,25.314,32.82,0.4,Not reported,,,,,postconvergence,Magnin_2025,Dicken and others (2016); Marchev and Singer (1999) in Singer and others (2008); Dicken and others (2016) and references therein,,32.82,0,338
2069,Spectrum,Porphyry,Porphyry copper-molybdenum — Calc-alkaline,Canada,,57.68583,-130.48389,,,,,8.393,0.18,0.0151074,island arc,Magnin_2025,Sinclair (2007); ; Sinclair (2007); Preto (1992),,0.0,1,1035
2070,Spence,Porphyry,Porphyry copper-molybdenum — Calc-alkaline,Chile,,-22.83944,-69.30278,57.0,0.7,Inferred — Alteration mineral,,2637.8,0.461,12.160258,continental arc,Magnin_2025,Dicken and others (2016); Sillitoe and Perelló (2005); Dicken and others (2016) and references therein; Mudd and Jowitt (2018),Grade-tonnage are code compliant resources and reserves.,57.0,0,202
2071,Spiridonovskoe,Porphyry,"Porphyry copper-molybdenum - Intermediate-sulfidation (IS) epithermal silver-gold ± Zn, Pb, Cu, Sn, Mn — Calc-alkaline",Kazakhstan,,52.53244,62.44861,,,,,,,,continental arc,Magnin_2025,Dicken and others (2016); ; Dicken and others (2016) and references therein,,0.0,1,390
2072,Squaw Peak,Porphyry,Porphyry copper-molybdenum — Calc-alkaline,United States,,34.48028,-111.86528,1734.0,,Direct — Ore mineral,,40.708,0.31,0.1261948,island arc,Magnin_2025,Dicken and others (2016); Sillitoe and others (2014); Dicken and others (2016) and references therein; Mudd and Jowitt (2018),Grade-tonnage are code compliant resources.,600.0,0,101
2073,Sredneandrianovsky,Porphyry,Porphyry copper,Russia,,54.7,157.53333,14.18,,Inferred,,,,,mixed,Magnin_2025,"Dicken and others (2016); Andrei F. Chitalin (written commun., 2009) in Dicken and others (2016) and references therein; Dicken and others (2016) and references therein",,14.18,0,44100
2074,SRM,Porphyry,Porphyry copper,Canada,,55.23361,-124.52252,186.9,,Inferred — Age for Mount Milligan,,,,,island arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Jago and others (2014); Dicken and others (2016) and references therein,,186.9,0,1033
2075,St. Anthony,Porphyry,Porphyry copper,Philippines,,16.75,120.70083,,,,,,,,island arc,Magnin_2025,Dicken and others (2016); ; Dicken and others (2016) and references therein,,0.0,1,737
2076,St. Demetrios,Porphyry,Porphyry copper,Greece,,41.056,25.786,19.62,,Inferred,,,,,postconvergence,Magnin_2025,Dicken and others (2016); Singer and others (2008) and references therein; Dicken and others (2016) and references therein,,19.62,0,338
2077,Stancop,Porphyry,Porphyry copper,Canada,,47.96667,-80.75,2633.0,,Not reported,,,,,not reported,Magnin_2025,Singer and others (2008); Singer and others (2008) and references therein,,600.0,0,101
2078,Star,Porphyry,Porphyry copper,Canada,,49.44862,-117.36363,182.4,,Inferred,,,,,island arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,182.4,0,1033
2079,Star Mountains (Futik),Porphyry,Porphyry copper-molybdenum - High-sulfidation (HS) epithermal silver-gold ± Cu — Calc-alkaline,Papua New Guinea,,-5.01667,141.21667,3.9,,Inferred — Alteration mineral,,125.0,0.521,0.65125,postconvergence,Magnin_2025,Dicken and others (2016); Page (1975); Arnold and Griffith (1978); Dicken and others (2016) and references therein; Mudd and Jowitt (2018),Grade-tonnage are code noncompliant resources.,3.9,0,615
2080,Steins,Porphyry,Porphyry copper,United States,,32.18345,-109.02187,57.5,,Inferred,,,,,continental arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,57.5,0,101
2081,Stellar,Porphyry,Porphyry copper - Skarn copper,United States,,63.3,-146.699,,,,,4.0,1.1,0.044,not reported,Magnin_2025,S&P Global (2024); ; ; Polar X (2023),,0.0,1,101050
2082,Stinkingwater (Crater Mountain),Porphyry,Porphyry copper-molybdenum — Calc-alkaline,United States,,44.01933,-109.63045,28.0,,Inferred — Associated intrusion,,58.968,0.35,0.206388,continental arc,Magnin_2025,Dicken and others (2016); Hausel (1989); Dicken and others (2016) and references therein; Mudd and Jowitt (2018),Grade-tonnage are code noncompliant resources.,28.0,0,101
2083,Stray Elephant,Porphyry,Porphyry copper,United States,,33.64135,-114.37017,57.5,,Inferred,,3.357,0.6,0.020142,continental arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein; Mudd and Jowitt (2018),Grade-tonnage are code noncompliant resources.,57.5,0,101
2084,Strimonikon,Porphyry,Porphyry copper,Greece,,41.04167,23.325,,,,,,,,postconvergence,Magnin_2025,Dicken and others (2016); ; Dicken and others (2016) and references therein,,0.0,1,349
2085,Struck Oil,Porphyry,Porphyry copper,Australia,,-23.60545,150.46152,244.45,,Inferred,,100.0,0.2,0.2,continental arc,Magnin_2025,Dicken and others (2016); Ewers and others (2002); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,244.45,0,801
2086,Stypsi,Porphyry,Porphyry copper,Greece,,39.318,26.256,,,,,,,,postconvergence,Magnin_2025,Dicken and others (2016); ; Dicken and others (2016) and references therein,,0.0,1,521
2087,Suaqui Verde,Porphyry,Porphyry copper-molybdenum — Calc-alkaline,Mexico,,28.39938,-109.80208,57.0,0.3,Direct — Ore mineral,,87.2,0.43,0.37496,continental arc,Magnin_2025,Dicken and others (2016); Barra and others (2005); Dicken and others (2016) and references therein; Mudd and Jowitt (2018),Grade-tonnage are code noncompliant resources.,57.0,0,1086
2088,Sugili,Porphyry,Porphyry copper,Indonesia,,-0.46965,127.40596,12.81,,Inferred,,,,,island arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,12.81,0,679
2089,Suguibon,Porphyry,Porphyry copper,Philippines,,9.56667,122.63333,,,,,26.0,0.35,0.091,island arc,Magnin_2025,Dicken and others (2016); ; Dicken and others (2016) and references therein; Mudd and Jowitt (2018),Grade-tonnage are code noncompliant resources.,0.0,1,674
2090,Suits,Porphyry,Porphyry copper,Canada,,60.8161,-135.48082,,,Inferred,,,,,continental arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,0.0,1,1035
2091,Sukhoi Creek,Porphyry,Porphyry copper,Russia,,48.1978,138.1997,,,Inferred,,,,,mixed,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,0.0,1,619
2092,Sukrupasa,Porphyry,Porphyry copper,Turkey,,41.93828,27.50634,77.64,0.51,Inferred — Associated intrusion,,8.0,0.41,0.0327999999999999,continental arc,Magnin_2025,Dicken and others (2016); Kuscu and others (2019); Dicken and others (2016) and references therein; Mudd and Jowitt (2018),Grade-tonnage are code noncompliant resources.,77.64,0,338
2093,Sukut,Porphyry,Porphyry copper,Costa Rica,,9.363,-82.976,14.18,,Inferred,,,,,mixed,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,14.18,0,2013
2094,Sulat,Porphyry,Porphyry copper,Philippines,,11.81667,125.25,10.0,,Not reported,,32.5,0.61,0.1982499999999999,not reported,Magnin_2025,Singer and others (2008); Singer and others (2008) and references therein; ; Singer and others (2008) and references therein,,10.0,0,678
2095,Sullivan (Cuervo),Porphyry,Porphyry copper,United States,,38.78,-117.95,81.0,,Not reported,,23.1,0.33,0.07623,mixed,Magnin_2025,Dicken and others (2016); Singer and others (2008) and references therein; Dicken and others (2016) and references therein; Singer and others (2008) and references therein,,81.0,0,100311
2096,Sulphurets Gold,Porphyry,Porphyry copper-molybdenum — Calc-alkaline,Canada,,56.50445,-130.2678,196.0,,Not reported,,382.0,0.406,1.55092,island arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein; Singer and others (2008) and references therein,,196.0,0,1035
2097,Sultana,Porphyry,Porphyry copper,United States,,43.91667,-113.6667,,,,,15.0,0.42,0.063,continental arc,Magnin_2025,Sinclair (2007); ; Sinclair (2007); Sinclair (2007),,0.0,1,1003
2098,Suluakan,Porphyry,Porphyry copper,Philippines,,16.577,120.68368,,,,,123.0,0.35,0.4305,island arc,Magnin_2025,Dicken and others (2016); ; Dicken and others (2016) and references therein; Mudd and Jowitt (2018),Grade-tonnage are code noncompliant resources.,0.0,1,737
2099,Suluk,Porphyry,Porphyry copper,Russia,,51.20111,132.36139,78.25,,Inferred,,,,,mixed,Magnin_2025,"Dicken and others (2016); Andrei F. Chitalin (written commun., 2009) in Dicken and others (2016) and references therein; Dicken and others (2016) and references therein",,78.25,0,455
2100,Sumbur Khudag,Porphyry,Porphyry copper,Mongolia,,44.3833,107.6333,290.0,,Inferred,,,,,island arc,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,250.0,0,430
2101,Sumulea,Porphyry,Porphyry copper,Romania,,46.61083,25.39389,8.0,,Not reported,,,,,postconvergence,Magnin_2025,Dicken and others (2016); Dicken and others (2016) and references therein; Dicken and others (2016) and references therein,,8.0,0,340
2102,Sunday Creek,Porphyry,Porphyry copper,Australia,,-37.51922,148.48857,406.25,,Inferred,,,,,continental arc,Magnin_2025,Dicken and others (2016); Rajagopalan (1999); Dicken and others (2016) and references therein,,406.25,0,801
2103,Sungai Depa - Sungai Waria,Porphyry,Porphyry copper,Indonesia,,-3.648,135.802,,,,,,,,continental arc,Magnin_2025,Dicken and others (2016); ; Dicken and others (2016) and references therein,,0.0,1,698
2104,Sungai Imbak,Porphyry,Porphyry copper,Malaysia,,5.267,117.117,,,,,,,,postconvergence,Magnin_2025,Dicken and others (2016); ; Dicken and others (2016) and references therein,,0.0,1,61413
